ParticipantNumber,OrganizationName,BirthDate,HouseholdAddressType,HouseholdPostalCode,FamilySize,TotalInHousehold,HouseholdType,FamilySetting,IncomeCategory,HouseholdEconomicStatus,TotalVisits,FirstVisitDate
24943,BGCDC Taft Branch,2010-11-11 00:00:00,Home,53562,5.0,4.0,Single Parent,Mother,"$25,000-$49,999",Economically Disadvantaged,7.0,2022-08-15
9278,BGCDC Allied Branch,2012-08-29 00:00:00,Home,53562,5.0,4.0,Single Parent,Mother,"$25,000-$49,999",Economically Disadvantaged,2.0,2022-01-15
24942,BGCDC Taft Branch,2012-08-29 00:00:00,Home,53562,5.0,4.0,Single Parent,Mother,"$25,000-$49,999",Economically Disadvantaged,9.0,2022-08-15
19205,BGCDC Allied Branch,1949-11-13 00:00:00,Home,53711,,1.0,,,,Unknown,1.0,2021-12-18
18931,BGCDC Taft Branch,1949-11-13 00:00:00,Home,53711,,1.0,,,,Unknown,1.0,2021-11-19
27858,BGCDC Allied Branch,2009-07-18 00:00:00,,,,,,,,,13.0,2023-06-20
1784,BGCDC Allied Branch,1993-06-10 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
9997,BGCDC Allied Branch,2003-10-29 00:00:00,Home,53115,3.0,2.0,Single Parent,Mother Only,"$50,000-$74,999",Economically Disadvantaged,0.0,
2195,BGCDC Taft Branch,1996-12-10 00:00:00,Home,53590,4.0,3.0,,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
6532,BGCDC Taft Branch,2001-07-08 00:00:00,Home,53562,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3080,BGCDC Taft Branch,1998-11-02 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
510,BGCDC Allied Branch,1998-11-02 00:00:00,Home,53711,,3.0,,,"$25,000-$49,999",Unknown,0.0,
3079,BGCDC Taft Branch,1998-11-02 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
3239,BGCDC Taft Branch,2001-10-10 00:00:00,Home,53590,,1.0,,Mother,,Unknown,0.0,
20934,BGCDC Allied Branch,1949-10-27 00:00:00,,,,,,,,,2.0,2022-01-15
7379,BGCDC Taft Branch,1999-10-02 00:00:00,,,,2.0,,,,Unknown,0.0,
2607,BGCDC Allied Branch,1995-05-16 00:00:00,Apartment,53711,,1.0,,Both Parents,,Unknown,0.0,
1698,BGCDC Allied Branch,1994-04-18 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
21416,BGCDC Allied Branch,1947-12-10 00:00:00,,,,,,,,,2.0,2022-01-15
2400,BGCDC Taft Branch,1989-11-10 00:00:00,Home,53711,5.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2447,BGCDC Taft Branch,1989-11-10 00:00:00,Home,53711,,1.0,,Mother,,Unknown,17.0,2020-01-06
4047,BGCDC Allied Branch,1999-04-07 00:00:00,Home,53704,4.0,2.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
26485,BGCDC Taft Branch,1979-06-22 00:00:00,,,,,,,,,1.0,2022-12-14
25535,BGCDC Sun Prairie,1979-06-22 00:00:00,,,,,,,,,1.0,2022-08-18
18772,BGCDC Sun Prairie,1969-11-19 00:00:00,Home,53713,4.0,3.0,Both Parents,Guardian,"$24,999 and under",Economically Disadvantaged,2.0,2021-10-23
18773,BGCDC Sun Prairie,1946-04-15 00:00:00,,,,,,,,,1.0,2021-10-23
8406,BGCDC Taft Branch,2001-02-08 00:00:00,,,,2.0,,,,Unknown,0.0,
4378,BGCDC Taft Branch,2003-09-09 00:00:00,Home,53713,4.0,2.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
27097,BGCDC Walco,1980-01-24 00:00:00,,,,,,,,,1.0,2022-01-29
27098,BGCDC Walco,1974-11-22 00:00:00,,,,,,,,,1.0,2022-01-29
27099,BGCDC Walco,2016-10-09 00:00:00,,,,,,,,,1.0,2022-01-29
7792,BGCDC Taft Branch,1999-05-01 00:00:00,,,,2.0,,,,Unknown,0.0,
7957,BGCDC Taft Branch,1999-05-01 00:00:00,,,,2.0,,,,Unknown,0.0,
7726,BGCDC Taft Branch,1999-05-01 00:00:00,,,,2.0,,,,Unknown,0.0,
20590,BGCDC Allied Branch,1956-08-13 00:00:00,,,,,,,,,2.0,2022-01-15
16386,BGCDC Taft Branch,1950-08-23 00:00:00,Home,52713,,2.0,,,,Unknown,0.0,
3153,BGCDC Taft Branch,1999-10-07 00:00:00,Home,53704,4.0,3.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
1573,BGCDC Allied Branch,1999-10-07 00:00:00,Home,53719,,1.0,,Both Parents,,Unknown,0.0,
3114,BGCDC Taft Branch,2001-09-05 00:00:00,Home,53713,,1.0,,Both Parents,,Unknown,0.0,
3650,BGCDC Taft Branch,2003-01-25 00:00:00,Home,53713,,1.0,,Father,,Unknown,0.0,
642,BGCDC Allied Branch,1994-12-26 00:00:00,Home,53711,,7.0,,,"$24,999 and under",Unknown,0.0,
32077,BGCDC Walco,1987-06-25 00:00:00,,,,,,,,,3.0,2023-12-20
32078,BGCDC Walco,2015-06-23 00:00:00,,,,,,,,,5.0,2023-12-20
32079,BGCDC Walco,2020-08-19 00:00:00,,,,,,,,,5.0,2023-12-20
21790,BGCDC Allied Branch,1977-01-02 00:00:00,,,,,,,,,2.0,2022-01-15
8418,BGCDC Taft Branch,2001-01-30 00:00:00,,,,2.0,,,,Unknown,0.0,
5415,BGCDC Allied Branch,2000-04-18 00:00:00,Apartment,53593,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
24380,BGCDC Allied Branch,2014-11-19 00:00:00,,,,,,,,,2.0,2022-01-15
23852,BGCDC Allied Branch,1937-04-12 00:00:00,,,,,,,,,2.0,2022-01-15
2987,BGCDC Taft Branch,1999-09-05 00:00:00,Home,53704,,1.0,,Both Parents,,Unknown,0.0,
5424,BGCDC Allied Branch,1998-08-19 00:00:00,Apartment,53593,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
24453,BGCDC Allied Branch,1958-06-24 00:00:00,,,,,,,,,2.0,2022-01-15
24452,BGCDC Allied Branch,1959-09-11 00:00:00,,,,,,,,,2.0,2022-01-15
24454,BGCDC Allied Branch,1931-05-17 00:00:00,,,,,,,,,2.0,2022-01-15
3237,BGCDC Taft Branch,2000-01-26 00:00:00,Home,53590,,1.0,,Mother,,Unknown,0.0,
27898,BGCDC Allied Branch,2011-03-18 00:00:00,,,,,,,,,0.0,
27897,BGCDC Allied Branch,2008-11-14 00:00:00,,,,,,,,,0.0,
32852,BGCDC Walco,2008-07-20 00:00:00,Home,53713,,1.0,,Both Parents,,Unknown,0.0,
6328,BGCDC Taft Branch,2008-07-20 00:00:00,Home,53713,,1.0,,Both Parents,,Unknown,0.0,
23834,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
802,BGCDC Allied Branch,1998-07-15 00:00:00,Home,53719,7.0,3.0,,,"$24,999 and under",Economically Disadvantaged,0.0,
2608,BGCDC Taft Branch,1999-02-24 00:00:00,Home,53713,,3.0,14.01,Mother,"$24,999 and under",Unknown,0.0,
6442,BGCDC Allied Branch,2002-01-05 00:00:00,Home,53711,7.0,4.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
30771,BGCDC Allied Branch,2018-05-10 00:00:00,,,,1.0,,,,Unknown,0.0,
30773,BGCDC Allied Branch,2021-12-02 00:00:00,,,,1.0,,,,Unknown,0.0,
30772,BGCDC Allied Branch,2020-09-24 00:00:00,,,,1.0,,,,Unknown,0.0,
535,BGCDC Allied Branch,1990-09-13 00:00:00,Home,53711,,7.0,,,"$25,000-$49,999",Unknown,0.0,
5425,BGCDC Allied Branch,2000-05-16 00:00:00,Apartment,53593,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
5768,BGCDC Taft Branch,1996-12-15 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
5508,BGCDC Taft Branch,1996-12-14 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
5427,BGCDC Allied Branch,2000-08-17 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
5426,BGCDC Allied Branch,1997-03-19 00:00:00,Apartment,53593,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
6310,BGCDC Taft Branch,2008-05-08 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
32840,BGCDC Walco,2008-05-08 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
21879,BGCDC Allied Branch,1975-01-05 00:00:00,,,,,,,,,2.0,2022-01-15
14354,BGCDC Allied Branch,1975-01-05 00:00:00,,,,,,,,,0.0,
15010,BGCDC Allied Branch,2012-01-10 00:00:00,,,,,,,,,0.0,
8002,BGCDC Taft Branch,1999-04-24 00:00:00,,,,2.0,,,,Unknown,0.0,
7771,BGCDC Taft Branch,1999-04-24 00:00:00,,,,2.0,,,,Unknown,0.0,
7837,BGCDC Taft Branch,1999-04-24 00:00:00,,,,2.0,,,,Unknown,0.0,
5429,BGCDC Allied Branch,1998-08-03 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
5428,BGCDC Allied Branch,1999-06-02 00:00:00,Apartment,53593,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
18809,BGCDC Taft Branch,1974-11-14 00:00:00,Home,53711,,1.0,,,,Unknown,2.0,2021-11-20
2352,BGCDC Allied Branch,1995-03-20 00:00:00,Home,53711,,1.0,,Both Parents,,Unknown,0.0,
22928,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
18682,BGCDC Allied Branch,2018-06-26 00:00:00,,,,,,,,,1.0,2021-09-04
18686,BGCDC Allied Branch,2012-09-04 00:00:00,,,,,,,,,1.0,2021-09-04
8189,BGCDC Taft Branch,2000-04-17 00:00:00,,,,2.0,,,,Unknown,0.0,
20523,BGCDC Allied Branch,1958-01-21 00:00:00,,,,,,,,,2.0,2022-01-15
33183,BGCDC Taft Branch,2016-07-17 00:00:00,,,,,,,,,15.0,2024-07-10
3590,BGCDC Taft Branch,1998-07-28 00:00:00,Home,53715,4.0,6.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
3592,BGCDC Taft Branch,2002-02-02 00:00:00,Home,53715,4.0,6.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
3591,BGCDC Taft Branch,1996-08-23 00:00:00,Home,53715,4.0,6.0,,Grandparents,"$24,999 and under",Economically Disadvantaged,0.0,
1118,BGCDC Allied Branch,2000-05-28 00:00:00,Home,53711,,1.0,,,,Unknown,0.0,
7093,BGCDC Allied Branch,2000-06-16 00:00:00,Home,53713,,2.0,,Mother/ Other,,Unknown,0.0,
4929,BGCDC Taft Branch,2000-06-16 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
22658,BGCDC Allied Branch,1970-10-18 00:00:00,,,,,,,,,2.0,2022-01-15
24561,BGCDC Allied Branch,1952-12-24 00:00:00,,,,,,,,,2.0,2022-01-15
24560,BGCDC Allied Branch,1953-01-01 00:00:00,,,,,,,,,2.0,2022-01-15
23977,BGCDC Allied Branch,1939-12-07 00:00:00,,,,,,,,,2.0,2022-01-15
1267,BGCDC Allied Branch,1996-01-29 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
1268,BGCDC Allied Branch,1996-09-25 00:00:00,Home,53705,,1.0,,Mother,,Unknown,0.0,
18745,BGCDC Allied Branch,2016-11-25 00:00:00,,,,,,,,,1.0,2021-09-04
18746,BGCDC Allied Branch,2015-11-26 00:00:00,,,,,,,,,1.0,2021-09-04
21730,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
21729,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
6249,BGCDC Allied Branch,2000-04-06 00:00:00,Apartment,53715,0.0,3.0,,Unknown,Unknown,Not Economically Disadvantaged,0.0,
5431,BGCDC Allied Branch,2000-09-13 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
6508,BGCDC Allied Branch,2006-03-30 00:00:00,Home,53711,8.0,4.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
5430,BGCDC Allied Branch,1999-07-16 00:00:00,Apartment,53593,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
6493,BGCDC Allied Branch,2008-01-09 00:00:00,Home,53711,8.0,4.0,,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
16093,BGCDC Taft Branch,1966-10-31 00:00:00,,,,,,,,,0.0,
16092,BGCDC Taft Branch,2020-11-02 00:00:00,,,,,,,,,0.0,
23011,BGCDC Allied Branch,1996-10-18 00:00:00,,,,,,,,,2.0,2022-01-15
22340,BGCDC Allied Branch,1946-11-18 00:00:00,,,,,,,,,2.0,2022-01-15
6160,BGCDC Taft Branch,2002-08-18 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
25033,BGCDC Allied Branch,2013-03-21 00:00:00,Apartment,53711,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,259.0,2022-10-03
8657,BGCDC Taft Branch,2009-03-11 00:00:00,Home,53713,4.0,3.0,,Unknown,"$25,000-$49,999",Economically Disadvantaged,0.0,
10118,BGCDC Taft Branch,2006-01-17 00:00:00,Apartment,53704,4.0,4.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,0.0,
18481,BGCDC Allied Branch,2006-01-17 00:00:00,Apartment,53704,4.0,4.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,42.0,2021-10-25
505,BGCDC Allied Branch,1994-09-30 00:00:00,Home,53711,,2.0,,,,Unknown,0.0,
6809,BGCDC Allied Branch,2017-01-17 00:00:00,Apartment,53713,2.0,5.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
30427,BGCDC Allied Branch,2003-08-01 00:00:00,,,,1.0,,,,Unknown,0.0,
9803,BGCDC Allied Branch,2003-11-15 00:00:00,,,,,,,,,0.0,
5053,BGCDC Taft Branch,2003-12-12 00:00:00,Home,53711,,1.0,,Unknown,,Unknown,0.0,
2321,BGCDC Taft Branch,1992-11-29 00:00:00,Home,53713,2.0,2.0,,Guardian,"$24,999 and under",Economically Disadvantaged,0.0,
10848,BGCDC Allied Branch,2004-01-01 00:00:00,Work,53704,4.0,1.0,Both Parents,Both Parents,"$25,000-$49,999",Economically Disadvantaged,0.0,
8698,BGCDC Taft Branch,2010-09-27 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,635.0,2020-01-06
16814,BGCDC Allied Branch,2010-09-27 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,8.0,2021-05-04
1989,BGCDC Allied Branch,2001-09-28 00:00:00,Apartment,53719,,1.0,,Both Parents,,Unknown,0.0,
6192,BGCDC Taft Branch,2001-09-28 00:00:00,Home,53713,,1.0,,Father,,Unknown,0.0,
30173,BGCDC Allied Branch,1977-01-22 00:00:00,,,,1.0,,,,Unknown,0.0,
5705,BGCDC Taft Branch,1996-12-15 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
2196,BGCDC Taft Branch,1988-11-19 00:00:00,Home,53713,4.0,2.0,,Mother/ Other,"$24,999 and under",Economically Disadvantaged,0.0,
6455,BGCDC Taft Branch,2002-03-02 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
23155,BGCDC Allied Branch,1972-12-11 00:00:00,,,,,,,,,2.0,2022-01-15
14629,BGCDC Allied Branch,2002-07-29 00:00:00,,,,,,,,,0.0,
2262,BGCDC Allied Branch,2000-01-10 00:00:00,Home,53711,4.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
6481,BGCDC Taft Branch,2002-07-16 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
1745,BGCDC Taft Branch,1994-04-24 00:00:00,Home,,,1.0,,Mother,,Unknown,0.0,
863,BGCDC Allied Branch,1994-04-24 00:00:00,Home,53719,,1.0,,Mother,,Unknown,0.0,
19334,BGCDC Allied Branch,2006-02-11 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,3.0,2021-12-18
4215,BGCDC Taft Branch,2006-02-11 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
32559,BGCDC Walco,2006-02-11 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
5434,BGCDC Allied Branch,1998-04-18 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
18380,BGCDC Sun Prairie,1977-03-30 00:00:00,,,,,,,,,0.0,
25429,BGCDC Taft Branch,2012-11-12 00:00:00,,,,,,,,,2.0,2022-08-18
1990,BGCDC Allied Branch,1998-08-19 00:00:00,Apartment,53719,,1.0,,Both Parents,,Unknown,0.0,
3736,BGCDC Taft Branch,2001-01-14 00:00:00,Home,53703,6.0,4.0,,Both Parents,"$24,999 and under",Economically Disadvantaged,0.0,
11068,BGCDC Taft Branch,2015-08-29 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,660.0,2020-09-17
19330,BGCDC Allied Branch,2015-08-29 00:00:00,Home,53713,5.0,6.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,3.0,2021-12-18
5438,BGCDC Allied Branch,1998-09-19 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
17425,BGCDC Taft Branch,1983-05-15 00:00:00,,,,,,,,,0.0,
18382,BGCDC Sun Prairie,1983-05-15 00:00:00,,,,,,,,,0.0,
22974,BGCDC Allied Branch,1960-12-31 00:00:00,,,,,,,,,2.0,2022-01-15
21240,BGCDC Allied Branch,1962-07-28 00:00:00,,,,,,,,,2.0,2022-01-15
23925,BGCDC Allied Branch,1951-10-02 00:00:00,,,,,,,,,2.0,2022-01-15
23918,BGCDC Allied Branch,2010-10-02 00:00:00,,,,,,,,,2.0,2022-01-15
2637,BGCDC Taft Branch,1993-06-15 00:00:00,Home,53713,2.0,2.0,14.01,Mother,"$25,000-$49,999",Economically Disadvantaged,0.0,
6518,BGCDC Taft Branch,1999-06-22 00:00:00,Home,53562,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3041,BGCDC Allied Branch,1996-05-04 00:00:00,Apartment,53711,,1.0,,Both Parents,,Unknown,0.0,
21030,BGCDC Allied Branch,1955-03-28 00:00:00,,,,,,,,,2.0,2022-01-15
5432,BGCDC Allied Branch,1998-06-14 00:00:00,Apartment,53593,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3657,BGCDC Taft Branch,2003-02-23 00:00:00,Home,53713,3.0,3.0,14.01,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
1968,BGCDC Allied Branch,1998-04-06 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
1918,BGCDC Allied Branch,2000-02-25 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
2103,BGCDC Allied Branch,1996-03-05 00:00:00,Apartment,53711,,1.0,,Mother,,Unknown,0.0,
2546,BGCDC Taft Branch,2000-04-06 00:00:00,Home,53713,3.0,2.0,,Mother/ Other,"$24,999 and under",Economically Disadvantaged,0.0,
1282,BGCDC Allied Branch,1995-06-14 00:00:00,Home,53711,,1.0,,Father,,Unknown,0.0,
33393,BGCDC Taft Branch,2011-06-22 00:00:00,,,,,,,,,0.0,
21034,BGCDC Allied Branch,1945-11-18 00:00:00,,,,,,,,,2.0,2022-01-15
21606,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
24486,BGCDC Allied Branch,1978-03-25 00:00:00,,,,,,,,,2.0,2022-01-15
1391,BGCDC Allied Branch,1994-09-08 00:00:00,Home,,,1.0,,Both Parents,,Unknown,0.0,
30657,BGCDC Allied Branch,2012-06-22 00:00:00,,,,1.0,,,,Unknown,0.0,
1869,BGCDC Allied Branch,1991-10-14 00:00:00,Home,53714,,1.0,,Both Parents,,Unknown,0.0,
5852,BGCDC Allied Branch,2008-08-06 00:00:00,Apartment,53711,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,108.0,2022-10-03
30082,BGCDC Allied Branch,2008-08-06 00:00:00,,,,1.0,,,,Unknown,0.0,
29725,BGCDC Allied Branch,,,,,,,,,,0.0,
18576,BGCDC Taft Branch,2013-04-28 00:00:00,Home,53713,,1.0,,,,Unknown,1.0,2021-09-04
28206,BGCDC Taft Branch,2013-04-28 00:00:00,,,,,,,,,1.0,2023-08-22
31789,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
28125,BGCDC McKenzie Regional Workforce Center,2013-04-28 00:00:00,,,,,,,,,0.0,
31366,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
17593,BGCDC Allied Branch,2007-02-07 00:00:00,,,,,,,,,0.0,
24485,BGCDC Allied Branch,1971-03-23 00:00:00,,,,,,,,,2.0,2022-01-15
4898,BGCDC Taft Branch,2007-03-13 00:00:00,Home,53713,4.0,3.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
32694,BGCDC Walco,2007-03-13 00:00:00,Home,53713,4.0,3.0,,Both Parents,Unknown,Economically Disadvantaged,0.0,
33392,BGCDC Taft Branch,2007-03-13 00:00:00,,,,,,,,,27.0,2024-10-01
2077,BGCDC Allied Branch,1995-10-18 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
20464,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
3107,BGCDC Taft Branch,1998-11-22 00:00:00,Home,53713,,1.0,,Mother,,Unknown,0.0,
2739,BGCDC Allied Branch,2004-11-25 00:00:00,Apartment,,,1.0,,Mother,,Unknown,0.0,
15717,BGCDC Allied Branch,1958-07-05 00:00:00,,,,,,,,,0.0,
131,BGCDC Taft Branch,1989-03-08 00:00:00,Home,53711,6.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
25056,BGCDC Allied Branch,2010-12-18 00:00:00,Home,53713,4.0,4.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
10126,BGCDC Taft Branch,2010-12-18 00:00:00,Home,53713,4.0,4.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
21302,BGCDC Allied Branch,1968-10-15 00:00:00,,,,,,,,,2.0,2022-01-15
5682,BGCDC Taft Branch,1996-12-12 00:00:00,,,,1.0,,Unknown,,Unknown,38.0,2020-01-02
5137,BGCDC Taft Branch,2004-02-06 00:00:00,Home,53719,,4.0,,Both Parents,,Unknown,0.0,
6689,BGCDC Taft Branch,1998-12-07 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
3666,BGCDC Allied Branch,2004-02-06 00:00:00,Home,53719,5.0,5.0,,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
647,BGCDC Allied Branch,1995-04-25 00:00:00,Home,53719,,3.0,,,"$50,000-$74,999",Unknown,0.0,
547,BGCDC Allied Branch,1998-03-16 00:00:00,Home,53711,,2.0,,,"$24,999 and under",Unknown,0.0,
1628,BGCDC Allied Branch,1997-09-15 00:00:00,Home,53711,,1.0,,Mother,,Unknown,0.0,
1568,BGCDC Taft Branch,1997-09-15 00:00:00,Home,53703,,1.0,,,,Unknown,0.0,
8664,BGCDC Taft Branch,2009-03-11 00:00:00,Home,53713,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
627,BGCDC Taft Branch,1990-03-17 00:00:00,,,,2.0,,Mother,,Unknown,0.0,
44,BGCDC Taft Branch,1986-06-02 00:00:00,,,6.0,4.0,,Unknown,"$24,999 and under",Economically Disadvantaged,0.0,
29752,BGCDC Allied Branch,,,,,,,,,,0.0,
31816,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
31393,BGCDC Allied Branch,2011-01-01 00:00:00,,,,,,,,,0.0,
21132,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
8665,BGCDC Taft Branch,2012-03-20 00:00:00,Home,53713,4.0,3.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
8656,BGCDC Taft Branch,2012-03-20 00:00:00,Home,53713,4.0,3.0,,Unknown,"$25,000-$49,999",Economically Disadvantaged,0.0,
16091,BGCDC Taft Branch,1960-09-29 00:00:00,,,,,,,,,0.0,
3355,BGCDC Allied Branch,2004-11-25 00:00:00,Home,53711,4.0,5.0,,Mother,"$24,999 and under",Economically Disadvantaged,0.0,
2864,BGCDC Taft Branch,1994-05-13 00:00:00,Home,53574,,1.0,,Unknown,,Unknown,0.0,
191,BGCDC Taft Branch,1985-12-20 00:00:00,,,,2.0,,Mother,,Unknown,0.0,
23893,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
22434,BGCDC Allied Branch,1950-09-12 00:00:00,,,,,,,,,2.0,2022-01-15
17853,BGCDC Walco,1965-07-24 00:00:00,,,,,,,,,0.0,
11800,BGCDC Walco,,,,,,,,,,0.0,
5092,BGCDC Taft Branch,2005-06-24 00:00:00,Home,53704,,1.0,,Mother,,Unknown,0.0,
21182,BGCDC Allied Branch,1986-02-07 00:00:00,,,,,,,,,2.0,2022-01-15
10127,BGCDC Taft Branch,2012-01-29 00:00:00,Home,53713,4.0,4.0,Both Parents,Both Parents,"$50,000-$74,999",Economically Disadvantaged,0.0,
6006,BGCDC Taft Branch,1999-02-25 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
20667,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
20668,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
23358,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
23357,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
5435,BGCDC Allied Branch,1997-02-18 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
23858,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
10610,BGCDC Taft Branch,2006-01-17 00:00:00,Home,53704,3.0,2.0,Single Parent,Mother Only,"$25,000-$49,999",Economically Disadvantaged,14.0,2020-01-02
50,BGCDC Taft Branch,1994-11-10 00:00:00,,,,2.0,,Unknown,,Unknown,0.0,
6014,BGCDC Taft Branch,1999-01-15 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
6773,BGCDC Taft Branch,2001-12-14 00:00:00,Home,53711,4.0,2.0,,Unknown,Unknown,Economically Disadvantaged,0.0,
5433,BGCDC Allied Branch,1999-05-19 00:00:00,Apartment,53593,,1.0,,Unknown,,Unknown,0.0,
22930,BGCDC Allied Branch,1942-05-24 00:00:00,,,,,,,,,2.0,2022-01-15
21393,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
23976,BGCDC Allied Branch,1942-05-24 00:00:00,,,,,,,,,2.0,2022-01-15
24149,BGCDC Allied Branch,1936-10-08 00:00:00,,,,,,,,,2.0,2022-01-15
5613,BGCDC Taft Branch,1996-12-15 00:00:00,,,,1.0,,Unknown,,Unknown,0.0,
30656,BGCDC Allied Branch,2023-08-02 00:00:00,,,,1.0,,,,Unknown,0.0,
23828,BGCDC Allied Branch,,,,,,,,,,2.0,2022-01-15
17581,BGCDC Allied Branch,2009-06-30 00:00:00,,,,,,,,,0.0,
16454,BGCDC Taft Branch,2003-05-09 00:00:00,Home,53711,4.0,3.0,Both Parents,Father/Step-Parent,"$85,000 and above",Economically Disadvantaged,4.0,2021-02-22
14719,BGCDC Allied Branch,2019-12-25 00:00:00,,,,,,,,,0.0,
